"","Duration..in.seconds.","Q291","MCQ_1","MCQ_2","MCQ_3","MCQ_4","MCQ_5","MCQ_6","MCQ_7","MCQ_8","MCQ_9","MCQ_10","MCQ_11","MCQ_12","MCQ_13","MCQ_14","MCQ_15","MCQ_16","MCQ_17","MCQ_18","MCQ_19","MCQ_20","MCQ_21","MCQ_22","MCQ_23","MCQ_24","MCQ_25","MCQ_26","MCQ_27","COVID_DoG_Questions.1_1","COVID_DoG_Questions.1_2","COVID_DoG_Questions.1_3","COVID_DoG_Questions.1_4","COVID_DoG_Questions.1_5","COVID_DoG_Questions.1_6","COVID_DoG_Questions.2_1","COVID_DoG_Questions.2_2","COVID_DoG_Questions.2_3","COVID_DoG_Questions.2_4","COVID_DoG_Questions.2_5","COVID_DoG_Questions.2_6","PandemicLengthExpect.1_1","PandemicLengthExpect.2_1","COVID_DoG_Questions.1","COVID_DoG_Questions.2","COVID_DoG_Questions.3","COVID_DoG_Questions.4","COVID_DoG_Questions.5","COVID_DoG_Questions.6","PandemicLengthExpect.1","SocialNorms_Family_1","SocialNorms_Family_2","SocialNorms_Family_3","SocialNorms_Friends_1","SocialNorms_Friends_2","SocialNorms_Friends_3","SocialNorms_Stranger_1","SocialNorms_Stranger_2","SocialNorms_Stranger_3","PerceivedRisk_1","PerceivedRisk_2","PerceivedRisk_3","PerceivedRisk_4","PerceivedRisk_5","PerceivedRisk_6","PerceivedValue_1","PerceivedValue_2","PerceivedValue_3","PerceivedValue_4","PerceivedValue_5","PerceivedValue_6","GCS_1","GCS_2","GCS_3","attentioncheck_1","GCS_4","GCS_5","GCS_6","IUS_1","IUS_2","IUS_3","IUS_4","IUS_5","IUS_6","IUS_7","IUS_8","IUS_9","IUS_10","IUS_11","IUS_12","MFQpart1_1","MFQpart1_2","MFQpart1_3","MFQpart1_4","MFQpart1_5","MFQpart1_6","MFQpart1_7","MFQpart1_8","MFQpart1_9","MFQpart1_10","MFQpart1_11","MFQpart1_12","MFQpart1_13","MFQpart1_14","MFQpart1_15","MFQpart1_16","MFQ_part2_1","MFQ_part2_2","MFQ_part2_3","MFQ_part2_4","MFQ_part2_5","MFQ_part2_6","MFQ_part2_7","MFQ_part2_8","MFQ_part2_9","MFQ_part2_10","MFQ_part2_11","MFQ_part2_12","MFQ_part2_13","MFQ_part2_14","MFQ_part2_15","MFQ_part2_16","Disgust_1","Disgust_2","Disgust_3","Disgust_4","Disgust_5","Disgust_6","Disgust_7","Disgust_8","Disgust_9","Disgust_10","Disgust_11","Disgust_12","Disgust_13","Disgust_14","Disgust_15","Disgust_16","Disgust_17","Disgust_18","Disgust_19","Disgust_20","Disgust_21","SDRS.5_Q1","SDRS.5_Q2","SDRS.5_Q3","SDRS.5_Q4","SDRS.5_Q5","Worries_1","Worries_2","Worries_3","Worries_4","Worries_5","Worries_6","Worries_7","Worries_8","Worries_9","Worries_10","Worries_11","Worries_12","Worries_13","Worries_14","Worries_15","Worries_16","Worries_17","Worries_18","Worries_19","Worries_20","Worries_21","Worries_22","Worries_23","Worries_24","Problems_1","Problems_2","Problems_3","Problems_4","Problems_5","Problems_6","CheckingBeh_1","CheckingBeh_2","CheckingBeh_3","CheckingBeh_4","CheckingBeh_5","CheckingBeh_6","Impacts_financial1","Impacts_financial2","Impacts_financial3","Impacts_resource1","Impacts_resource2","Impacts_resource3","Impacts_psychology1","Impacts_psychology2","Impacts_psychology3","PersonalDiagnoses_1","PersonalDiagnoses_2","PersonalDiagnoses_3","Proximity_1","attentioncheck_2","Proximity_2","News_1","News_2","Age","Gender","MaritalStatus","Ethnicity","Race","Nationality","Education","Occupation","Measure2_2","Measure2_3","Measure2_4","Measure5_1","Measure5_4","Measure5_5","Measure5_6","Measure5_7","Measure5_8","Measure5_9","Measure5_10","Measure5_11","Measure5_12","Measure5_13","Measure5_14"
"90",764,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","7","4","4","4","4","3","3","4","2",730,730,730,730,210,210,730,"2","2","2","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","5","5","1","4","4","3","4","3","3","2","3","3","1","2","3","2","2","3","2","4","5","3","4","4","2","4","5","3","5","3","4","5","3","4","3","5","5","4","5","4","6","5","6","4","4","4","4","3","3","3","4","4","2","4","5","1","3","4","2","4","5","2","3","5","3","3","4","2","3","5","3","4","4","2","2","2","4","5","4","3","4","4","4","1","1","1","1","1","1","2","2","2","1","2","2","4","3","4","2","2","2","1","1","3","2","2","1","3","3","3","3","3","3","4","5","3","1","7","5","5","5","3","1","1","1","1","3","1","4","2","39","1","1","2","5","American","5","Software Engineer","1","1","1","75","75","75","20","50","50","70","50","80","80","70","45"
"91",915,"1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","8","2","15","10","5","6","3","4","1","3","2","1","3","16",240,730,15,300,35,6,480,"3","3","3","3","3","3","1","1","1","2","1","2","1","1","1","1","1","2","3","3","3","1","3","2","4","2","6","2","3","3","2","3","2","2","2","2","3","2","3","2","3","3","6","4","3","1","5","5","4","4","3","5","6","5","5","1","5","5","6","5","1","6","6","5","4","6","1","1","1","1","4","2","1","2","5","3","1","5","2","1","2","4","6","5","1","1","5","3","2","2","1","1","6","4","4","4","3","4","2","2","3","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","7","1","1","7","1","1","1","1","3","1","1","1","54","1","1","2","5","US","5","Retail ","1","4","3","50","70","85","0","0","100","75","75","80","60","70","100"
"92",988,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","7","7","7","4","4","2","3","3","3","3","3","3","3","7",210,210,210,120,120,60,210,"3","3","4","2","2","3","2","2","3","3","3","2","2","1","1","2","2","2","2","2","2","5","5","4","4","4","3","5","3","3","3","3","3","3","2","3","3","2","2","3","5","5","2","2","3","1","5","5","3","3","3","5","5","2","4","1","6","6","4","3","2","6","5","6","2","3","2","3","5","3","3","2","4","3","4","5","2","3","4","2","3","4","4","4","4","2","3","4","6","3","4","3","3","3","4","2","4","2","3","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","3","3","2","2","1","2","1","2","1","3","3","3","3","3","2","3","3","5","2","2","6","4","4","4","1","1","1","1","3","1","4","3","35","1","1","2","5","United States","5","Data analyst","4","1","2","81","32","50","34","66","40","34","23","46","50","39","49"
"93",844,"1","1","2","2","2","2","1","2","2","1","1","2","1","1","2","2","2","1","1","2","1","2","1","2","1","2","1","2","7","7","1","1","1","1","3","3","1","1","1","1","4","3",210,210,1,1,1,1,1095,"2","2","5","2","2","6","1","1","1","3","3","2","1","1","1","1","1","2","3","3","3","3","4","1","4","2","5","2","2","5","2","4","5","2","4","3","5","4","5","5","6","6","1","1","2","1","6","6","2","2","1","6","6","2","6","1","6","6","1","2","2","6","5","5","1","5","2","1","6","2","5","2","1","4","6","4","4","6","3","5","6","6","5","3","4","6","6","3","6","4","3","3","4","2","5","5","5","2","2","2","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","2","2","1","1","2","1","1","2","1","1","3","4","6","1","1","7","2","2","6","1","2","6","1","3","3","1","1","47","2","2","2","5","American ","5","surgical technician ","4","1","1","100","51","26","79","100","80","95","41","77","14","100","0"
"94",536,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","4","2","3","2","7","4","4","4","4","4","3","3","7",1460,1460,730,1095,730,210,210,"2","1","2","3","2","3","4","4","4","3","3","3","2","1","1","1","1","3","1","1","1","5","4","4","4","5","2","6","2","3","2","5","5","2","2","3","2","2","3","2","2","6","1","1","1","1","5","6","4","2","1","6","6","2","3","1","4","5","2","1","1","6","6","2","1","1","1","5","6","1","1","3","1","2","4","2","3","4","1","1","2","4","1","2","2","1","5","5","1","2","4","5","5","3","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","3","2","3","4","2","1","2","1","1","1","1","1","1","2","1","1","1","1","1","3","3","6","1","1","7","1","1","7","1","1","1","1","3","1","5","3","30","1","1","2","5","American","5","video editor","4","1","3","100","93","0","0","27","51","3","4","88","45","40","2"
"95",771,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","5","9","7","11","4","3","3","3","3","3","3","3","4","2",150,270,210,330,120,90,730,"1","1","1","1","1","1","2","2","2","2","3","3","3","2","1","3","1","1","1","1","3","4","5","5","4","5","3","4","1","1","1","2","1","1","1","2","1","1","2","1","5","5","2","5","5","2","5","5","4","3","5","5","5","3","5","1","5","5","5","5","6","6","5","5","4","4","5","5","3","5","5","5","5","5","5","5","2","4","5","3","4","5","2","5","5","2","4","4","4","4","5","5","4","2","4","4","4","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","3","2","3","3","2","3","4","4","1","2","3","1","1","1","3","1","1","1","1","3","1","3","2","35","1","1","2","5","American","5","Software Engineer","3","3","2","40","80","80","50","70","80","90","70","40","70","85","75"
"96",610,"1","2","1","2","1","2","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","1","1","2","1","2","1","2","7","7","7","7","7","7","3","3","3","3","3","3","3","7",210,210,210,210,210,210,210,"1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","2","3","3","3","2","3","3","3","4","4","3","3","2","2","2","2","2","3","2","2","3","2","2","2","2","2","4","2","4","4","3","2","4","2","2","2","5","3","5","1","5","6","2","2","2","3","3","4","4","2","1","2","5","2","4","1","4","4","3","4","4","3","3","3","4","5","3","2","3","4","3","3","3","3","4","1","3","3","3","3","2","2","5","5","4","4","5","3","3","7","5","3","4","4","3","5","4","3","1","1","4","5","3","4","4","3","3","4","5","3","4","5","3","5","5","4","5","5","1","1","7","2","3","2","2","3","3","1","1","1","1","3","1","7","6","36","1","1","2","5","usa","5","sales","5","1","1","85","40","39","6","92","92","9","6","51","71","76","38"
"97",1002,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","9","3","11","2","7","3","3","4","3","4","2","1","4","3",270,1095,330,730,49,3,1095,"1","1","3","2","1","2","4","4","4","3","3","2","2","1","1","2","1","3","3","2","2","5","3","1","4","3","5","5","2","1","1","3","3","1","2","1","1","1","1","1","5","6","1","1","1","1","6","6","1","1","1","6","6","1","4","1","6","6","3","1","1","5","6","6","3","1","1","1","1","3","1","1","3","1","6","4","1","4","4","1","1","3","6","1","5","1","5","6","2","1","5","1","3","1","2","4","1","3","5","2","5","3","4","3","1","1","2","1","1","3","1","1","1","1","1","1","4","3","5","1","1","1","2","1","2","1","1","1","3","1","1","3","2","1","5","4","5","2","5","4","1","3","5","1","1","1","1","3","1","7","3","54","1","2","2","2","American","4","IT Security Consultant","5","1","1","100","19","5","2","100","88","12","10","4","52","30","5"
"98",781,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","11","2","7","3","5","3","3","4","3","2","2","1","4","2",330,730,210,21,35,3,730,"1","2","6","2","1","3","1","1","1","3","3","2","2","1","1","3","1","3","3","3","3","3","2","1","4","3","6","4","5","5","5","5","5","3","5","5","3","3","3","4","6","6","5","5","5","1","6","6","5","4","5","6","6","4","5","2","6","6","5","6","6","6","6","5","4","2","5","4","6","1","4","4","4","3","6","6","1","6","5","1","4","6","6","5","5","2","4","5","4","6","6","1","6","4","1","1","1","4","5","4","5","6","5","5","2","2","5","2","4","4","1","1","1","1","1","3","5","5","5","2","2","1","3","2","4","3","3","2","3","1","3","2","2","2","5","6","1","5","5","1","6","7","1","1","4","5","1","3","2","7","2","55","2","2","2","5","Italian American","4","biller","5","1","1","98","74","87","2","71","96","27","9","100","32","60","80"
"99",1022,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","3","15","7","2","2","2","3","1","3","3","3","1","4","2",90,15,210,60,60,2,730,"6","6","6","6","6","6","2","4","4","2","1","2","2","1","1","3","2","2","3","3","3","4","3","3","4","4","5","2","2","2","1","3","1","1","1","1","1","1","1","1","4","3","3","3","4","1","3","5","5","4","5","5","3","5","5","1","4","5","4","5","6","6","6","5","1","5","5","1","1","2","3","1","4","1","4","4","1","2","3","2","3","4","1","2","3","1","3","4","3","3","4","1","1","2","4","2","4","1","2","1","3","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","7","7","7","1","1","1","6","1","1","1","1","3","1","1","1","25","2","1","2","5","American","5","Accountant","1","4","1","100","50","80","10","0","100","100","70","60","66","40","85"
"100",995,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","1","1","1","1","2","1","2","1","2","1","2","1","2","2","2","7","2","7","4","4","4","3","4","3","3","4","2",730,730,210,730,210,120,730,"2","2","3","3","3","4","2","2","2","3","3","2","3","2","1","2","1","2","1","1","2","4","4","3","4","2","6","3","3","5","3","5","3","2","2","5","4","3","5","2","6","6","2","3","4","1","3","6","4","2","4","6","6","4","6","4","6","6","3","4","3","6","6","5","5","1","1","4","4","3","3","3","4","6","6","6","1","2","4","2","6","6","4","6","5","3","5","5","6","6","5","2","6","2","2","1","2","1","5","3","3","3","4","3","1","1","1","1","2","1","3","2","2","1","1","1","2","5","5","5","5","5","1","1","2","1","1","1","5","2","2","3","2","2","1","1","7","1","1","7","1","2","6","1","2","1","1","3","1","5","3","29","1","1","3","6","mixed","3","Homemaker","5","1","1","50","60","50","50","50","0","0","50","50","50","90","20"
"101",720,"1","1","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","8","6","4","3","4","4","3","3","3","3","4","3",730,730,240,180,120,90,1095,"1","1","1","1","1","1","4","4","4","3","3","3","3","2","1","1","1","1","3","3","3","5","5","5","4","5","4","3","4","5","1","4","3","1","1","5","4","1","5","3","4","4","2","2","2","1","5","4","3","1","2","5","5","2","5","1","5","6","3","3","1","5","6","5","1","1","1","1","4","2","5","2","2","4","4","4","2","5","3","3","5","5","3","4","4","2","5","5","4","5","5","3","5","2","4","4","4","2","5","2","2","6","5","2","2","2","2","2","3","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","3","3","2","1","2","1","2","2","1","1","1","1","7","1","1","7","5","5","1","1","4","4","7","3","1","5","2","43","2","2","2","5","AMERICAN","5","labor relations specialist","5","1","1","100","50","51","1","50","1","50","52","50","52","51","50"
"102",851,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","3","3","7","3","12","4","4","4","3","4","3","3","4","3",1095,1095,210,1095,360,120,1095,"1","1","2","1","2","3","3","3","3","3","3","2","3","2","1","3","1","2","2","2","2","3","3","2","4","2","6","1","4","3","3","2","3","2","3","2","2","2","3","2","5","4","3","5","6","1","4","4","4","5","5","5","4","4","6","6","5","3","3","6","6","6","6","4","5","5","6","6","3","4","4","6","4","5","2","5","5","4","5","5","3","4","4","3","5","6","3","4","4","4","5","5","4","2","5","5","2","2","5","5","5","6","5","5","3","3","3","3","3","1","5","5","5","4","3","5","5","3","5","4","3","3","4","3","4","4","3","3","3","1","3","3","2","3","5","6","1","5","5","3","2","4","3","1","2","2","3","3","5","5","4","51","2","2","2","5","American","5","Human Resources","1","5","1","1","49","52","85","14","4","100","100","77","51","100","49"
"103",977,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","10","10","10","7","7","7","3","3","3","3","3","3","3","10",300,300,300,210,210,210,300,"1","1","1","1","1","1","1","1","1","3","3","3","2","2","2","3","2","2","3","3","3","3","5","3","4","5","2","2","1","4","1","4","3","1","2","2","2","3","4","1","5","3","2","4","6","1","4","6","6","1","3","6","6","4","4","6","6","6","6","6","6","6","6","6","5","5","6","1","1","4","6","2","3","1","5","6","1","2","3","1","3","6","1","3","6","1","4","6","1","2","5","2","3","5","1","1","1","5","2","2","1","3","1","2","1","1","1","1","1","1","2","2","2","2","4","5","2","2","2","2","1","1","1","1","3","2","1","1","2","2","1","1","1","1","7","7","1","3","3","1","1","1","6","1","1","1","1","3","1","7","1","62","1","3","2","5","USA","3","mturk worker","1","4","1","1","99","99","91","95","96","100","100","100","92","100","100"
"104",703,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","19","19","6","8","3","8","3","3","3","3","2","3","4","3",570,570,180,240,21,240,1095,"2","2","3","2","2","3","1","2","2","2","3","2","1","1","1","2","2","1","2","3","2","4","5","3","4","4","4","3","4","3","3","3","4","5","3","2","2","5","3","2","4","4","2","3","5","1","4","6","4","3","5","6","4","3","4","2","4","5","5","5","4","6","4","4","6","5","4","6","2","4","5","1","3","3","4","4","1","4","3","1","4","5","2","4","5","1","4","2","2","6","4","2","6","3","1","4","2","4","3","3","2","3","2","3","1","1","1","1","1","1","3","3","3","2","2","4","2","2","4","2","2","1","1","1","3","3","1","1","2","1","2","1","1","1","3","4","3","1","1","7","2","4","3","1","7","6","7","3","5","3","2","36","1","1","2","5","American (Irish, German, French, English heritage)","4","Amazon Mechanical Turk worker","4","2","3","85","50","60","25","70","35","65","70","80","75","90","75"
"105",761,"1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","7","6","5","5","4","3","3","3","3","3","3","3","9",210,210,180,150,150,120,270,"2","2","3","2","2","3","2","2","3","3","3","2","2","1","1","2","3","2","3","3","3","5","3","2","4","4","3","2","3","4","3","3","2","2","3","3","1","2","3","2","5","6","2","3","4","1","5","6","4","4","5","6","6","3","5","1","5","6","4","4","2","6","5","6","3","2","2","3","5","2","2","1","4","1","6","5","1","3","5","1","3","5","3","4","5","1","4","3","6","3","3","1","4","2","2","5","3","1","3","2","4","2","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","2","2","2","1","1","1","1","1","1","3","1","2","1","1","1","2","1","6","1","1","1","3","2","5","1","2","7","1","3","1","5","2","43","1","2","1","5","USA","6","Analyst","5","1","1","98","10","15","5","75","4","20","2","8","65","35","25"
"106",699,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","2","2","1","2","3","3","2","2","2","11","4","4","4","4","4","3","4","2",1095,1095,730,730,730,330,730,"2","2","2","3","3","3","2","2","2","3","3","3","2","2","1","1","1","2","2","2","2","5","4","4","4","4","5","3","4","4","4","5","3","4","4","4","4","4","4","4","4","5","2","3","3","2","5","6","3","2","1","3","6","3","2","1","6","6","2","3","2","5","5","4","4","3","2","5","6","3","3","1","1","1","5","1","1","2","1","1","2","1","2","4","1","1","3","1","1","4","1","1","4","3","2","3","1","2","4","4","4","4","4","4","1","3","2","1","4","1","1","1","1","1","1","1","4","2","4","2","3","1","2","1","3","3","3","3","3","3","2","2","1","1","1","7","4","4","5","4","7","6","2","1","1","1","1","3","1","7","4","31","1","1","2","5","American","5","Unemployed","5","1","1","100","0","12","33","100","21","0","5","20","21","19","0"
"107",988,"1","1","1","2","2","2","1","2","2","1","1","2","1","1","2","2","2","1","1","2","1","2","1","2","1","2","1","2","7","13","4","13","5","13","4","3","2","3","3","2","4","6",2555,390,28,390,150,91,2190,"1","1","1","1","1","1","3","4","4","3","3","2","2","2","2","3","2","1","2","2","2","5","5","5","4","5","5","3","1","3","1","3","4","1","1","3","1","1","4","4","6","6","6","6","6","1","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","3","6","6","6","2","3","6","5","5","5","6","4","6","6","4","6","6","4","6","6","4","6","6","1","4","6","4","6","2","5","5","4","1","4","4","4","4","4","4","4","7","4","4","4","4","5","5","5","5","5","5","4","4","5","5","5","3","2","2","2","2","2","2","1","1","4","5","4","4","1","1","5","2","3","5","2","4","3","1","1","1","1","3","1","5","3","79","1","2","2","5","USA","5","INFORMATION SECURITY SPECIALIST","1","5","1","51","71","100","20","1","100","100","99","80","60","100","100"
"108",806,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","7","7","7","3","5","5","3","3","3","3","2","2","3","7",210,210,210,90,35,35,210,"2","2","2","4","4","4","1","1","1","3","3","2","2","2","1","3","1","2","2","3","3","4","5","4","4","4","3","4","5","4","3","5","4","2","3","4","4","3","5","4","4","5","3","4","4","1","5","6","5","4","3","5","6","4","5","2","4","4","5","5","4","6","4","4","5","2","4","6","1","4","5","1","3","3","4","6","1","3","4","2","3","5","2","4","5","2","4","5","4","4","5","2","4","4","2","2","2","2","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","1","1","7","1","2","6","1","1","1","1","3","1","3","1","53","2","2","2","5","American ","6","Librarian ","3","2","2","79","50","80","20","70","1","71","69","60","79","81","72"
"109",717,"1","1","2","2","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","7","7","7","4","4","4","3","3","3","4","2",730,730,730,210,210,210,730,"1","1","1","2","2","2","2","2","2","3","3","3","3","3","2","3","1","2","3","3","3","4","6","4","4","5","2","2","1","4","1","5","1","1","1","3","5","1","4","1","6","6","1","1","1","1","6","6","1","1","1","6","6","1","6","1","6","6","4","4","1","6","6","6","5","1","1","5","1","1","5","1","1","1","5","6","1","2","5","1","2","6","4","2","5","1","5","6","6","3","6","3","1","2","5","5","5","2","4","1","2","3","4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","1","2","3","3","2","1","6","1","1","7","1","1","7","1","1","7","1","3","1","6","2","69","2","2","2","5","USA","5","retired educator","5","1","1","100","50","52","20","71","1","100","31","94","51","100","51"
"110",1005,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","11","5","7","3","1","1","3","3","3","2","1","1","4","2",330,150,210,21,1,1,730,"2","1","2","1","1","1","1","1","3","3","3","2","3","2","2","3","1","3","3","3","3","6","5","2","4","3","4","2","5","5","4","4","2","5","5","5","1","5","3","3","5","6","1","2","2","1","4","5","2","1","1","5","6","1","4","1","6","6","1","5","1","6","5","6","1","1","2","6","6","3","4","1","1","4","6","2","1","5","4","1","4","4","5","5","3","1","5","4","5","5","3","1","6","1","2","4","1","2","4","3","1","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","3","4","3","4","3","1","1","1","3","1","1","2","1","1","1","1","1","1","3","1","5","1","1","6","7","7","1","1","6","1","7","3","7","1","2","23","6","1","2","5","American","5","Unemployed","5","1","1","100","26","10","0","90","20","0","0","10","0","0","0"
"111",670,"1","1","1","2","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","9","7","7","7","9","9","3","3","3","3","2","2","3","9",270,210,210,210,63,63,270,"1","1","1","1","1","1","2","2","4","3","3","2","2","1","1","3","2","1","2","1","1","5","4","2","4","4","4","3","4","4","2","4","4","1","1","4","3","1","2","2","5","6","2","3","3","1","5","5","3","3","3","5","6","4","5","2","6","6","4","4","3","6","5","6","4","2","2","5","5","3","3","2","2","2","4","4","1","2","4","1","2","5","2","2","5","1","2","2","5","2","5","1","2","2","3","5","2","2","5","4","3","2","3","2","1","1","1","1","1","1","1","1","1","1","1","1","3","2","4","2","2","2","1","1","1","1","2","1","3","1","3","1","1","1","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","5","2","28","1","1","2","6","American","6","Data Scientist","5","1","1","100","1","50","50","100","5","5","5","40","50","50","50"
"112",802,"1","1","1","1","2","1","1","1","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","8","13","10","12","8","7","3","3","3","3","3","3","3","19",240,390,300,360,240,210,570,"1","1","1","1","1","1","2","2","3","3","3","3","2","2","2","2","1","2","2","2","2","5","5","4","4","4","3","4","2","2","1","4","2","1","1","3","2","1","2","1","6","5","3","2","3","1","6","6","4","3","2","6","6","4","3","1","6","6","4","3","4","6","6","6","4","5","2","3","6","3","2","4","3","3","3","6","1","3","5","1","1","5","2","2","6","1","3","5","3","3","5","2","3","2","4","4","4","2","1","2","2","2","3","3","1","2","2","2","2","1","1","2","2","2","1","2","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","6","2","2","6","1","1","6","1","1","1","1","3","1","4","1","73","1","2","2","5","American","6","Retired","3","3","3","84","50","56","6","51","39","41","40","51","40","50","40"
